track_id	x_nd	y_nd	ch_perim	ch_area	ch_acirc	ch_direct	cum_dist	eucl_dist	displ_ratio	outreach_ratio	max_span	ep_dr	median_displ	median_ta	median_dir_ratio	cellType_treatment
968058	153.80622170048642	144.44161689392274	434.92036897677207	5165.04839769425	2.914306576050338	0.040308389555666624	338.17029043895235	172.21254549787292	0.8271703215080429	0.6156507202861912	208.1947828881315	0.509248004235787	9.714077174552926	16.165561067398613	0.7016189923822678	ht1080_10.0 µm
968059	53.642762419535856	59.18881306518393	170.0653392705106	1695.103879154194	1.357767590089885	0.034932170364854784	202.93926231357293	43.31940932322982	0.7315780034114715	0.2917801948114217	59.21365749274051	0.21345997235515007	5.324377241964815	-56.07311160690645	0.40026881904795936	ht1080_10.0 µm
968060	27.872854396986494	17.460183954901257	73.57943649162084	265.7578628358024	1.6211265864929518	0.11400432555483468	72.50582124165716	18.50722395310358	0.6108489448600285	0.4178636334937876	30.29754591348991	0.25525155961505785	4.9529438619362605	-55.588679575348394	0.26904706726727906	ht1080_10.0 µm
968061	173.47202492292197	35.683838800810115	362.5086193126188	3464.5510229338324	3.0184212432646	0.05007163215122157	206.49491019849228	158.40516641680603	0.9131258392163312	0.8400968538291259	173.47572438948123	0.7671141446757201	18.872088671151754	-10.924524570022173	0.908505958969174	ht1080_10.0 µm
968062	43.475475689830894	61.33187863620539	154.24015971154492	510.3149833779317	3.7097679821622216	0.1468434491579151	106.23613848224258	72.54522378560813	0.9680904321855932	0.7053759049111641	74.93641231617958	0.6828676646387527	3.411986619070423	-45.15912380071148	0.8754190005941103	ht1080_10.0 µm
968063	13.158064474515868	14.11840194016952	42.36244932683466	116.6007588217617	1.2247596892792914	0.13663992855785032	104.94667793722891	11.062216732809473	0.6943255709471644	0.15181347011980836	15.932319355196652	0.10540797431840622	3.0115168367675853	48.128105686665926	0.08161866295051809	ht1080_10.0 µm
968064	56.418805712147986	52.229947496742746	156.48962484301114	403.31680554049666	4.8318663826164086	0.19022790590942396	162.42167698117413	4.1823031161587645	0.05451235691155642	0.4723637433255888	76.72211133604705	0.025749660968243326	8.476849061025954	-29.244581832734102	0.5665189680034259	ht1080_10.0 µm
968065	49.404396341542	83.15269159818877	208.86179819184017	1109.1047883913852	3.1299368924839026	0.08682758790310935	169.44257341301417	85.98298433483689	0.8928575966728849	0.568339417703957	96.30089350781248	0.507446166585622	2.092285317681088	-30.72398623720677	0.41258583135850097	ht1080_10.0 µm
968066	104.0707336265947	265.2393929230253	571.2363547601515	3541.5010036699236	7.332202402908474	0.07971375600105995	325.52873951728964	282.30634688405326	1.0	0.8672240346664056	282.30634688405326	0.8672240346664056	15.61799719665863	-63.66936553366784	0.9300343330939076	ht1080_10.0 µm
968067	12.855908873953481	15.781364568686286	41.33364700107784	26.393002224675907	5.151204529493529	0.7607422293223235	32.67074105832297	19.839115208828762	0.9880888081498406	0.6145643074047747	20.078271350909	0.6072441140350161	1.2190834594826492	35.18243337298486	0.7049404048559749	ht1080_10.0 µm
